data.date,data.resultSet.recipients_matched.0.ALLOW_PHIS_SIMULATION_WOMBAT,data.resultSet.recipients_matched.1.BLOC_SEC_BLACKLIST_QUARANTINE,data.resultSet.recipients_matched.10.BLOCK_SPAM_POSITIVE,data.resultSet.recipients_matched.11.BLOCK_SPAM_SDR_AWFUL,data.resultSet.recipients_matched.12.BLOCK_SPAM_SDR_AWFUL_RLUZYGAS,data.resultSet.recipients_matched.13.BLOCK_SPAM_SDR_POOR,data.resultSet.recipients_matched.14.BLOCK_SPAM_SDR_POOR_RLUZYGAS,data.resultSet.recipients_matched.15.BLOCK_SPAM_SUSPECT,data.resultSet.recipients_matched.16.BLOCK_YAMMER,data.resultSet.recipients_matched.17.DMARC_FAILURE,data.resultSet.recipients_matched.18.ESTUDIO_POSITIVO_SPAM,data.resultSet.recipients_matched.19.ESTUDIO_SUSPECTED_SPAM,data.resultSet.recipients_matched.2.BLOCK_SEC_ANTIVIRUS,data.resultSet.recipients_matched.20.MON_EIC_MAIL_CHIMP,data.resultSet.recipients_matched.21.MON_EIC_O365,data.resultSet.recipients_matched.22.MON_WL_AS_IP_DMARC,data.resultSet.recipients_matched.23.MONITOR_GRAYMAIL_NONE,data.resultSet.recipients_matched.24.MONITOR_GRAYMAIL_ZERO,data.resultSet.recipients_matched.25.MONITOR_WL_AS_IP_POS,data.resultSet.recipients_matched.26.MONITOR_WL_AS_IP_SUS,data.resultSet.recipients_matched.27.SPF_HARDFAIL,data.resultSet.recipients_matched.28.URL_QUARANTINE_MALICIOUS,data.resultSet.recipients_matched.3.BLOCK_SEC_Asunto_Mail_Delivered,data.resultSet.recipients_matched.4.BLOCK_SEC_BITCOIN,data.resultSet.recipients_matched.5.BLOCK_SEC_BLACKLIST_SOC_SPAM_INFO,data.resultSet.recipients_matched.6.BLOCK_SEC_EIC_Repsol,data.resultSet.recipients_matched.7.BLOCK_SEC_EIC_resto,data.resultSet.recipients_matched.8.BLOCK_SEC_extensiones_Peligrosas,data.resultSet.recipients_matched.9.BLOCK_SEC_MIME_Type_peligrosos,data.type,meta.totalCount,source_file
18/01/2025,15,107,14137,773,5,1279,0,4224,81784,1570,59,5,374,3,18,23,4629,2584,26,49,742,824,6792,6,23,25,68,33,9,mail_content_filter_incoming,2,20250118-PRO-ICF.json
19/01/2025,17,90,14144,771,0,1274,0,4233,81784,1561,57,20,385,19,15,3,4626,2592,34,46,761,834,6791,10,32,20,79,51,0,mail_content_filter_incoming,5,20250119-PRO-ICF.json
20/01/2025,23,107,14129,772,5,1286,0,4220,81773,1579,70,9,390,15,26,22,4615,2583,18,49,762,838,6785,10,20,32,82,47,0,mail_content_filter_incoming,0,20250120-PRO-ICF.json
21/01/2025,26,92,14131,763,0,1276,0,4218,81790,1576,58,3,382,8,24,5,4620,2576,16,41,744,824,6797,10,25,28,71,36,0,mail_content_filter_incoming,0,20250121-PRO-ICF.json
22/01/2025,17,92,14139,772,2,1286,3,4232,81793,1564,52,15,381,5,24,17,4616,2578,22,42,758,840,6798,0,23,32,84,34,10,mail_content_filter_incoming,4,20250122-PRO-ICF.json
23/01/2025,17,96,14134,775,10,1274,3,4213,81790,1564,59,16,386,4,6,3,4612,2594,20,58,757,837,6794,0,29,27,80,51,9,mail_content_filter_incoming,0,20250123-PRO-ICF.json
24/01/2025,26,103,14146,768,0,1280,0,4217,81778,1576,61,13,392,12,9,22,4630,2592,29,41,743,836,6786,0,35,38,85,50,0,mail_content_filter_incoming,0,20250124-PRO-ICF.json
25/01/2025,15,101,14146,770,0,1294,4,4228,81780,1573,64,15,380,11,22,14,4630,2590,29,54,744,830,6791,0,19,21,77,31,10,mail_content_filter_incoming,4,20250125-PRO-ICF.json
26/01/2025,19,100,14129,765,0,1288,0,4233,81783,1570,64,14,375,14,15,18,4619,2585,18,40,755,834,6798,0,32,24,66,33,5,mail_content_filter_incoming,0,20250126-PRO-ICF.json
27/01/2025,17,93,14129,771,7,1290,10,4230,81776,1579,69,15,375,11,24,21,4626,2581,19,44,762,838,6791,4,25,23,69,49,1,mail_content_filter_incoming,0,20250127-PRO-ICF.json
28/01/2025,17,105,14137,768,4,1279,0,4223,81787,1567,52,3,374,16,7,19,4627,2578,25,55,751,825,6787,7,29,22,66,34,0,mail_content_filter_incoming,0,20250128-PRO-ICF.json
29/01/2025,21,97,14137,783,7,1287,10,4232,81789,1575,55,13,392,9,18,8,4631,2578,33,41,757,835,6798,0,19,39,77,48,0,mail_content_filter_incoming,0,20250129-PRO-ICF.json
30/01/2025,20,95,14148,768,0,1283,4,4227,81775,1574,61,0,383,13,18,20,4624,2588,33,57,750,824,6793,0,33,25,79,47,5,mail_content_filter_incoming,0,20250130-PRO-ICF.json
31/01/2025,19,90,14138,770,5,1279,7,4218,81789,1568,52,3,391,5,17,7,4613,2575,23,46,747,821,6790,0,28,33,69,47,0,mail_content_filter_incoming,8,20250131-PRO-ICF.json
01/02/2025,26,96,14142,774,0,1290,0,4215,81791,1568,53,11,382,12,23,12,4623,2594,33,45,750,821,6786,9,22,20,81,39,9,mail_content_filter_incoming,0,20250201-PRO-ICF.json
02/02/2025,16,106,14139,765,3,1280,7,4213,81785,1573,57,12,384,15,25,12,4612,2593,33,40,756,826,6798,5,34,26,83,31,4,mail_content_filter_incoming,4,20250202-PRO-ICF.json
03/02/2025,20,89,14148,770,7,1275,1,4230,81781,1572,53,15,374,0,14,10,4622,2577,30,50,761,826,6799,0,34,40,77,37,3,mail_content_filter_incoming,0,20250203-PRO-ICF.json
04/02/2025,11,90,14144,769,0,1276,5,4233,81787,1576,62,9,390,10,20,12,4627,2588,15,51,743,836,6801,6,35,34,74,51,0,mail_content_filter_incoming,10,20250204-PRO-ICF.json
05/02/2025,17,99,14149,772,8,1280,0,4220,81788,1570,62,17,379,6,22,19,4618,2581,22,59,744,828,6787,3,26,33,66,43,2,mail_content_filter_incoming,8,20250205-PRO-ICF.json
06/02/2025,18,106,14129,767,9,1283,0,4224,81774,1562,56,4,390,18,9,14,4618,2585,21,53,752,838,6786,2,22,35,80,44,1,mail_content_filter_incoming,0,20250206-PRO-ICF.json
07/02/2025,19,94,14131,783,0,1294,0,4227,81784,1563,61,3,380,12,14,20,4625,2586,31,57,759,825,6803,5,30,25,68,46,0,mail_content_filter_incoming,0,20250207-PRO-ICF.json
08/02/2025,19,106,14133,765,0,1278,0,4233,81779,1576,69,15,381,0,26,17,4614,2581,35,52,742,829,6792,1,36,38,68,39,0,mail_content_filter_incoming,0,20250208-PRO-ICF.json
09/02/2025,13,106,14137,779,10,1289,0,4220,81783,1576,58,17,378,20,24,13,4614,2588,26,59,746,821,6804,3,36,21,79,31,2,mail_content_filter_incoming,0,20250209-PRO-ICF.json
10/02/2025,20,87,14139,768,0,1280,8,4228,81776,1561,55,0,379,8,14,9,4618,2575,26,40,760,837,6800,0,37,30,74,33,7,mail_content_filter_incoming,0,20250210-PRO-ICF.json
11/02/2025,20,91,14131,776,2,1275,9,4224,81778,1566,68,3,385,8,25,20,4626,2576,24,44,742,827,6798,0,37,28,69,36,0,mail_content_filter_incoming,0,20250211-PRO-ICF.json
12/02/2025,21,106,14149,763,10,1281,5,4229,81783,1576,55,8,390,20,15,23,4616,2592,31,45,755,837,6786,1,38,37,83,46,0,mail_content_filter_incoming,4,20250212-PRO-ICF.json
13/02/2025,25,93,14130,775,0,1285,10,4215,81776,1572,71,15,392,13,25,3,4622,2582,22,49,746,832,6787,1,30,25,85,39,0,mail_content_filter_incoming,7,20250213-PRO-ICF.json
14/02/2025,15,89,14146,778,7,1280,1,4213,81783,1569,61,11,374,19,12,6,4629,2577,22,42,746,831,6800,2,32,20,85,33,8,mail_content_filter_incoming,0,20250214-PRO-ICF.json
15/02/2025,17,98,14134,777,5,1286,0,4217,81776,1577,53,13,388,13,21,7,4622,2579,29,57,748,829,6792,0,35,29,66,36,0,mail_content_filter_incoming,0,20250215-PRO-ICF.json
16/02/2025,25,107,14134,768,4,1288,0,4233,81785,1580,70,0,392,6,13,19,4620,2589,18,46,757,820,6790,0,23,30,72,41,0,mail_content_filter_incoming,0,20250216-PRO-ICF.json
17/02/2025,15,100,14147,778,7,1284,0,4220,81793,1569,61,10,382,10,13,8,4631,2586,30,54,748,835,6800,2,37,29,84,33,9,mail_content_filter_incoming,0,20250217-PRO-ICF.json
18/02/2025,24,99,14148,763,4,1285,0,4224,81776,1566,68,7,383,8,17,16,4617,2592,21,46,751,839,6787,0,31,35,85,51,0,mail_content_filter_incoming,0,20250218-PRO-ICF.json
19/02/2025,29,106,14130,779,0,1276,0,4225,81789,1573,66,8,379,8,20,19,4625,2590,29,45,746,820,6799,0,28,40,85,36,9,mail_content_filter_incoming,4,20250219-PRO-ICF.json
20/02/2025,18,91,14134,779,0,1290,8,4233,81779,1580,66,0,376,17,9,4,4619,2585,29,47,749,822,6798,0,18,29,76,33,0,mail_content_filter_incoming,7,20250220-PRO-ICF.json
21/02/2025,17,88,14147,779,0,1291,6,4228,81785,1579,54,17,384,13,15,19,4621,2576,20,41,746,827,6792,0,38,36,70,38,1,mail_content_filter_incoming,0,20250221-PRO-ICF.json
22/02/2025,12,95,14140,775,0,1277,3,4226,81789,1570,69,13,384,14,20,19,4631,2584,22,43,751,839,6802,9,26,36,72,47,10,mail_content_filter_incoming,4,20250222-PRO-ICF.json
23/02/2025,21,90,14139,776,2,1281,2,4219,81785,1566,69,3,376,6,25,7,4616,2579,21,40,751,825,6785,0,31,30,74,41,2,mail_content_filter_incoming,0,20250223-PRO-ICF.json
24/02/2025,19,102,14149,765,0,1281,9,4217,81790,1564,58,13,380,18,19,12,4631,2581,32,43,755,837,6784,7,28,21,80,40,9,mail_content_filter_incoming,0,20250224-PRO-ICF.json
25/02/2025,25,105,14131,764,7,1293,6,4215,81773,1575,57,7,382,4,10,23,4627,2583,29,55,749,821,6800,8,24,40,85,35,0,mail_content_filter_incoming,0,20250225-PRO-ICF.json
26/02/2025,18,107,14129,767,0,1278,1,4214,81783,1579,64,6,379,3,7,15,4617,2587,32,48,751,822,6802,4,36,25,72,40,0,mail_content_filter_incoming,7,20250226-PRO-ICF.json
27/02/2025,14,97,14148,776,0,1285,0,4226,81791,1560,63,1,375,16,15,23,4632,2592,25,41,757,820,6794,0,34,36,65,32,0,mail_content_filter_incoming,0,20250227-PRO-ICF.json
28/02/2025,14,101,14134,779,2,1275,0,4216,81785,1563,61,7,381,10,14,10,4621,2592,18,59,758,838,6786,1,33,21,81,47,0,mail_content_filter_incoming,0,20250228-PRO-ICF.json
01/03/2025,16,93,14141,780,0,1275,0,4217,81773,1580,69,0,374,11,12,20,4621,2589,33,43,756,839,6789,9,24,36,77,42,0,mail_content_filter_incoming,1,20250301-PRO-ICF.json
02/03/2025,15,92,14139,769,0,1289,0,4217,81790,1572,55,5,375,5,14,3,4632,2575,16,43,752,838,6795,1,25,40,72,50,4,mail_content_filter_incoming,0,20250302-PRO-ICF.json
03/03/2025,17,96,14142,782,0,1293,0,4213,81784,1571,54,11,387,20,20,3,4620,2585,21,46,742,829,6798,10,36,25,80,51,9,mail_content_filter_incoming,0,20250303-PRO-ICF.json
04/03/2025,22,92,14130,773,0,1283,0,4233,81788,1570,63,0,374,16,10,10,4629,2578,31,59,759,837,6797,0,26,36,74,40,0,mail_content_filter_incoming,0,20250304-PRO-ICF.json
05/03/2025,16,91,14139,782,0,1282,1,4230,81774,1565,59,7,387,3,6,19,4615,2590,26,59,750,837,6793,0,23,32,76,41,7,mail_content_filter_incoming,0,20250305-PRO-ICF.json
06/03/2025,21,93,14143,777,0,1291,0,4227,81781,1578,56,4,381,20,12,22,4625,2587,26,43,759,840,6804,7,21,28,68,51,1,mail_content_filter_incoming,1,20250306-PRO-ICF.json
07/03/2025,19,103,14136,765,0,1279,2,4224,81783,1575,61,15,378,8,15,22,4618,2586,27,54,749,830,6784,0,23,37,77,37,0,mail_content_filter_incoming,0,20250307-PRO-ICF.json
08/03/2025,10,89,14136,768,0,1277,10,4227,81793,1574,63,18,378,8,8,12,4620,2589,30,44,742,828,6797,0,36,22,78,43,4,mail_content_filter_incoming,0,20250308-PRO-ICF.json
09/03/2025,26,90,14136,773,0,1275,1,4233,81792,1574,58,9,384,9,19,19,4622,2574,16,58,751,834,6788,2,38,38,81,46,4,mail_content_filter_incoming,9,20250309-PRO-ICF.json
10/03/2025,9,107,14130,766,0,1288,0,4217,81790,1580,56,0,389,20,21,22,4612,2589,30,59,760,836,6792,0,24,36,72,47,8,mail_content_filter_incoming,7,20250310-PRO-ICF.json
11/03/2025,27,92,14141,782,0,1288,2,4221,81791,1577,63,14,378,14,15,8,4626,2580,25,57,759,828,6800,0,18,39,83,34,0,mail_content_filter_incoming,0,20250311-PRO-ICF.json
12/03/2025,29,94,14139,773,0,1278,0,4232,81782,1563,57,8,385,10,26,15,4617,2594,35,42,746,820,6793,0,24,36,70,35,0,mail_content_filter_incoming,0,20250312-PRO-ICF.json
13/03/2025,9,99,14147,782,0,1288,0,4232,81791,1560,65,19,375,18,23,6,4629,2592,19,46,757,822,6793,0,23,36,81,42,6,mail_content_filter_incoming,0,20250313-PRO-ICF.json
14/03/2025,10,94,14137,765,0,1280,0,4233,81786,1580,71,9,390,20,15,6,4612,2582,19,45,746,820,6798,5,24,27,81,31,0,mail_content_filter_incoming,0,20250314-PRO-ICF.json
15/03/2025,23,105,14136,773,10,1280,0,4214,81783,1572,68,8,376,3,20,7,4627,2580,23,40,754,838,6792,5,30,23,79,39,0,mail_content_filter_incoming,5,20250315-PRO-ICF.json
16/03/2025,15,95,14133,780,0,1284,7,4225,81788,1579,59,3,382,12,7,23,4616,2589,31,52,748,829,6787,0,36,31,68,50,4,mail_content_filter_incoming,7,20250316-PRO-ICF.json
17/03/2025,26,107,14140,772,1,1275,6,4223,81783,1568,69,16,382,10,25,19,4632,2575,27,57,743,829,6804,0,26,34,84,43,0,mail_content_filter_incoming,0,20250317-PRO-ICF.json
18/03/2025,11,97,14143,777,0,1285,0,4231,81788,1578,56,11,379,7,23,12,4615,2578,29,57,762,823,6784,0,36,27,71,37,2,mail_content_filter_incoming,0,20250318-PRO-ICF.json
19/03/2025,24,102,14132,772,10,1286,0,4227,81779,1575,57,1,390,9,7,10,4632,2579,24,39,751,829,6799,0,18,39,85,51,0,mail_content_filter_incoming,0,20250319-PRO-ICF.json
20/03/2025,18,103,14148,763,6,1289,0,4215,81782,1572,55,16,375,15,7,23,4617,2589,22,58,746,828,6797,6,29,26,67,49,8,mail_content_filter_incoming,2,20250320-PRO-ICF.json
21/03/2025,21,106,14143,771,1,1274,1,4226,81792,1571,68,5,392,12,8,16,4630,2577,21,47,749,840,6793,2,18,31,77,49,0,mail_content_filter_incoming,6,20250321-PRO-ICF.json
22/03/2025,20,93,14144,775,2,1293,0,4228,81788,1575,57,9,374,5,14,8,4627,2590,24,41,747,837,6790,9,33,36,71,45,0,mail_content_filter_incoming,5,20250322-PRO-ICF.json
23/03/2025,11,87,14148,769,10,1291,3,4223,81775,1565,52,10,384,8,9,14,4616,2590,15,54,758,833,6789,0,32,22,77,42,2,mail_content_filter_incoming,0,20250323-PRO-ICF.json
24/03/2025,28,98,14131,763,2,1294,2,4226,81773,1571,69,16,376,1,24,13,4630,2579,35,47,748,838,6793,0,28,21,66,39,0,mail_content_filter_incoming,10,20250324-PRO-ICF.json
25/03/2025,19,94,14147,769,0,1288,0,4220,81774,1567,61,20,389,4,19,17,4629,2582,25,51,755,822,6791,0,30,32,85,40,0,mail_content_filter_incoming,0,20250325-PRO-ICF.json
26/03/2025,22,106,14140,783,2,1284,7,4231,81790,1577,60,6,390,17,19,20,4621,2583,22,56,742,832,6793,2,29,24,68,46,0,mail_content_filter_incoming,6,20250326-PRO-ICF.json
27/03/2025,23,99,14132,780,0,1289,1,4220,81781,1561,70,13,388,3,26,21,4632,2593,29,59,753,823,6798,2,29,38,78,40,5,mail_content_filter_incoming,0,20250327-PRO-ICF.json
28/03/2025,10,100,14140,776,8,1276,10,4222,81787,1560,54,5,387,19,23,9,4630,2582,26,48,744,832,6801,9,32,25,78,45,0,mail_content_filter_incoming,0,20250328-PRO-ICF.json
29/03/2025,10,89,14143,768,0,1289,0,4221,81786,1573,68,15,388,20,6,20,4615,2589,34,51,746,823,6784,0,27,24,65,43,7,mail_content_filter_incoming,0,20250329-PRO-ICF.json
30/03/2025,17,102,14129,780,0,1282,4,4222,81773,1574,70,9,389,6,15,12,4621,2577,29,50,754,833,6790,0,34,37,67,39,2,mail_content_filter_incoming,2,20250330-PRO-ICF.json
31/03/2025,25,89,14137,767,0,1276,7,4224,81791,1561,63,5,384,15,13,6,4614,2591,29,51,753,833,6799,0,37,22,84,38,0,mail_content_filter_incoming,5,20250331-PRO-ICF.json
01/04/2025,11,104,14136,768,0,1277,5,4218,81781,1571,64,1,378,11,8,19,4617,2575,31,59,743,837,6801,0,29,30,83,34,0,mail_content_filter_incoming,3,20250401-PRO-ICF.json
02/04/2025,23,91,14141,778,0,1286,5,4218,81788,1561,56,4,374,9,8,4,4617,2587,20,42,742,837,6804,0,33,21,70,44,0,mail_content_filter_incoming,0,20250402-PRO-ICF.json
03/04/2025,25,102,14148,776,0,1279,4,4227,81774,1579,66,16,384,11,10,14,4619,2592,34,41,748,836,6800,0,36,20,65,46,4,mail_content_filter_incoming,0,20250403-PRO-ICF.json
04/04/2025,16,89,14146,777,0,1284,0,4228,81788,1575,62,7,382,16,23,6,4626,2587,32,46,753,826,6803,10,37,33,74,43,0,mail_content_filter_incoming,0,20250404-PRO-ICF.json
05/04/2025,22,89,14134,773,0,1282,3,4227,81776,1579,58,1,391,12,26,12,4627,2580,33,39,758,835,6784,0,33,40,73,47,0,mail_content_filter_incoming,1,20250405-PRO-ICF.json
06/04/2025,27,102,14141,782,3,1284,3,4222,81784,1571,58,19,375,5,22,11,4612,2580,23,54,755,839,6800,6,35,28,69,45,0,mail_content_filter_incoming,2,20250406-PRO-ICF.json
07/04/2025,14,93,14131,781,0,1281,3,4221,81774,1573,70,10,389,17,7,14,4614,2590,24,40,751,840,6797,0,31,21,67,48,3,mail_content_filter_incoming,5,20250407-PRO-ICF.json
08/04/2025,9,91,14137,777,10,1292,3,4214,81783,1572,56,7,386,6,7,21,4620,2588,33,53,754,836,6786,9,18,31,85,47,0,mail_content_filter_incoming,6,20250408-PRO-ICF.json
09/04/2025,9,90,14132,780,5,1283,0,4222,81785,1571,65,13,374,20,13,17,4613,2589,16,59,750,827,6788,8,29,24,66,46,6,mail_content_filter_incoming,10,20250409-PRO-ICF.json
10/04/2025,18,88,14146,771,2,1292,1,4221,81781,1579,62,12,373,18,20,17,4623,2585,28,41,747,827,6793,6,37,32,75,44,0,mail_content_filter_incoming,0,20250410-PRO-ICF.json
11/04/2025,24,93,14136,773,5,1277,10,4219,81785,1562,68,14,381,14,14,21,4627,2590,33,50,748,831,6787,0,32,24,71,32,4,mail_content_filter_incoming,0,20250411-PRO-ICF.json
12/04/2025,24,97,14146,763,3,1280,8,4223,81789,1569,62,8,387,11,6,23,4622,2594,20,58,754,831,6802,0,21,30,76,31,6,mail_content_filter_incoming,0,20250412-PRO-ICF.json
13/04/2025,10,91,14130,783,10,1294,0,4225,81773,1572,63,6,375,9,26,21,4618,2574,34,52,755,833,6787,0,26,31,74,49,6,mail_content_filter_incoming,0,20250413-PRO-ICF.json
14/04/2025,28,103,14142,779,6,1283,0,4219,81775,1573,62,1,375,19,23,9,4619,2591,17,44,757,824,6802,2,35,34,65,44,2,mail_content_filter_incoming,0,20250414-PRO-ICF.json
15/04/2025,9,90,14136,779,1,1284,1,4224,81784,1561,63,3,391,20,23,5,4626,2586,17,48,747,832,6788,2,35,32,66,34,5,mail_content_filter_incoming,3,20250415-PRO-ICF.json
16/04/2025,16,101,14135,771,0,1283,7,4230,81792,1562,71,1,377,0,6,3,4617,2582,20,39,744,824,6795,3,29,32,72,37,5,mail_content_filter_incoming,4,20250416-PRO-ICF.json
17/04/2025,25,96,14133,775,0,1290,0,4227,81792,1569,54,9,390,11,26,14,4612,2592,29,46,748,826,6800,10,36,39,85,33,10,mail_content_filter_incoming,0,20250417-PRO-ICF.json
18/04/2025,11,98,14146,779,3,1286,0,4229,81790,1565,59,4,390,7,17,6,4614,2581,33,49,747,825,6795,7,35,22,70,37,3,mail_content_filter_incoming,0,20250418-PRO-ICF.json
19/04/2025,19,95,14147,765,3,1286,1,4223,81793,1562,66,4,388,17,18,11,4616,2576,21,52,743,823,6798,2,29,34,81,33,1,mail_content_filter_incoming,5,20250419-PRO-ICF.json
20/04/2025,27,100,14129,779,4,1290,0,4223,81787,1568,70,3,382,13,21,5,4625,2584,28,54,743,838,6802,0,25,23,68,48,5,mail_content_filter_incoming,6,20250420-PRO-ICF.json
21/04/2025,25,88,14140,777,0,1286,8,4223,81782,1560,56,6,389,3,12,12,4617,2586,32,45,761,840,6794,0,26,39,77,44,4,mail_content_filter_incoming,2,20250421-PRO-ICF.json
22/04/2025,13,105,14134,766,0,1292,7,4224,81779,1565,66,4,377,14,10,4,4625,2586,29,50,750,838,6788,1,36,31,71,45,3,mail_content_filter_incoming,10,20250422-PRO-ICF.json
23/04/2025,10,95,14135,781,4,1292,5,4213,81790,1574,67,1,386,2,16,8,4621,2579,23,48,749,822,6788,0,23,36,82,48,0,mail_content_filter_incoming,0,20250423-PRO-ICF.json
24/04/2025,13,102,14132,782,5,1282,6,4230,81782,1573,72,14,392,8,23,7,4617,2580,20,56,754,828,6795,9,35,32,81,42,7,mail_content_filter_incoming,0,20250424-PRO-ICF.json
25/04/2025,14,100,14134,764,2,1280,0,4222,81775,1561,70,4,377,8,14,9,4617,2592,26,48,742,831,6786,2,35,28,80,36,0,mail_content_filter_incoming,3,20250425-PRO-ICF.json
26/04/2025,11,90,14141,772,9,1278,8,4213,81788,1561,58,16,380,7,24,12,4617,2588,18,46,750,824,6784,4,38,37,67,38,3,mail_content_filter_incoming,0,20250426-PRO-ICF.json
27/04/2025,29,105,14143,774,3,1282,2,4226,81788,1572,64,14,391,8,24,5,4619,2583,31,42,754,838,6799,9,26,39,79,41,2,mail_content_filter_incoming,0,20250427-PRO-ICF.json
28/04/2025,26,94,14130,773,4,1291,0,4221,81775,1560,69,1,387,15,17,4,4630,2584,16,45,752,828,6797,1,24,39,79,49,0,mail_content_filter_incoming,1,20250428-PRO-ICF.json
29/04/2025,24,87,14146,769,2,1276,0,4221,81792,1563,67,18,378,4,8,23,4625,2584,17,48,759,823,6788,7,19,27,69,42,0,mail_content_filter_incoming,0,20250429-PRO-ICF.json
30/04/2025,12,93,14129,775,0,1276,0,4226,81776,1564,52,10,384,17,14,22,4629,2583,23,53,753,827,6789,0,28,27,83,39,0,mail_content_filter_incoming,9,20250430-PRO-ICF.json
01/05/2025,9,97,14147,771,6,1284,2,4220,81785,1573,64,14,372,6,9,9,4631,2586,20,55,754,827,6799,0,19,39,66,46,0,mail_content_filter_incoming,0,20250501-PRO-ICF.json
02/05/2025,26,89,14133,771,0,1278,0,4223,81774,1572,69,16,378,9,12,21,4619,2592,22,58,754,820,6791,0,33,36,70,50,8,mail_content_filter_incoming,2,20250502-PRO-ICF.json
03/05/2025,25,91,14132,782,8,1282,0,4220,81785,1569,61,14,386,15,11,21,4615,2577,32,55,751,829,6799,0,36,31,84,33,10,mail_content_filter_incoming,0,20250503-PRO-ICF.json
04/05/2025,20,100,14138,777,0,1279,0,4227,81776,1580,57,11,379,0,18,19,4617,2577,19,39,749,831,6796,0,21,36,71,46,0,mail_content_filter_incoming,6,20250504-PRO-ICF.json
05/05/2025,18,98,14138,779,4,1279,8,4216,81778,1579,68,18,389,12,20,10,4619,2594,26,46,756,820,6794,0,27,24,70,32,0,mail_content_filter_incoming,10,20250505-PRO-ICF.json
06/05/2025,10,91,14137,763,0,1281,0,4230,81793,1577,65,10,384,17,16,8,4617,2590,31,59,757,832,6804,6,32,23,79,41,6,mail_content_filter_incoming,0,20250506-PRO-ICF.json
07/05/2025,22,90,14129,767,4,1291,0,4214,81776,1571,69,2,375,3,13,3,4628,2594,22,58,753,826,6794,0,38,30,70,39,10,mail_content_filter_incoming,0,20250507-PRO-ICF.json
08/05/2025,12,96,14147,769,0,1281,0,4227,81779,1564,61,13,380,3,17,14,4617,2578,24,59,744,822,6785,4,37,20,73,37,6,mail_content_filter_incoming,0,20250508-PRO-ICF.json
09/05/2025,27,100,14137,783,9,1282,9,4219,81773,1574,72,17,382,9,16,17,4628,2582,23,58,762,821,6802,0,23,40,72,50,0,mail_content_filter_incoming,0,20250509-PRO-ICF.json
10/05/2025,17,95,14131,781,0,1276,0,4213,81791,1568,63,4,382,12,17,19,4632,2578,17,52,752,831,6791,0,29,32,80,35,0,mail_content_filter_incoming,0,20250510-PRO-ICF.json
11/05/2025,28,88,14134,773,0,1288,0,4231,81780,1566,62,17,379,10,9,14,4614,2594,24,57,750,821,6798,5,32,27,67,34,0,mail_content_filter_incoming,0,20250511-PRO-ICF.json
12/05/2025,9,102,14135,780,0,1285,4,4216,81777,1563,64,13,372,5,25,15,4624,2590,35,44,757,827,6789,7,38,35,71,46,0,mail_content_filter_incoming,0,20250512-PRO-ICF.json
13/05/2025,20,87,14138,766,2,1280,0,4226,81785,1569,55,15,381,1,7,4,4619,2581,29,57,742,828,6793,3,23,28,65,40,10,mail_content_filter_incoming,4,20250513-PRO-ICF.json
14/05/2025,16,95,14130,779,1,1291,0,4221,81791,1562,61,12,391,11,8,16,4627,2592,20,42,746,834,6794,6,31,21,67,41,0,mail_content_filter_incoming,0,20250514-PRO-ICF.json
15/05/2025,20,107,14129,773,7,1276,7,4228,81785,1565,61,0,384,8,19,15,4614,2574,17,40,755,822,6802,0,28,27,85,50,0,mail_content_filter_incoming,8,20250515-PRO-ICF.json
16/05/2025,18,89,14136,769,7,1288,0,4213,81774,1572,53,7,382,20,11,19,4630,2588,34,50,756,827,6789,0,22,22,85,51,9,mail_content_filter_incoming,4,20250516-PRO-ICF.json
17/05/2025,11,95,14142,766,0,1280,0,4233,81779,1560,63,13,374,3,26,10,4615,2576,18,59,749,835,6791,2,24,24,76,41,6,mail_content_filter_incoming,0,20250517-PRO-ICF.json
18/05/2025,14,87,14146,766,0,1281,0,4223,81793,1576,65,5,388,17,13,14,4628,2591,15,50,759,836,6788,7,36,33,81,51,0,mail_content_filter_incoming,4,20250518-PRO-ICF.json
19/05/2025,10,89,14135,783,9,1277,0,4232,81785,1571,68,12,381,13,22,6,4620,2575,22,47,759,828,6798,2,35,38,82,37,2,mail_content_filter_incoming,0,20250519-PRO-ICF.json
20/05/2025,9,92,14140,779,0,1285,0,4218,81791,1571,52,19,377,9,15,9,4625,2574,23,56,758,829,6790,10,28,38,78,31,2,mail_content_filter_incoming,7,20250520-PRO-ICF.json
21/05/2025,19,97,14144,767,5,1283,9,4226,81780,1563,68,16,372,11,13,11,4612,2578,27,42,743,823,6787,0,24,26,74,38,0,mail_content_filter_incoming,0,20250521-PRO-ICF.json
22/05/2025,17,90,14132,769,0,1292,0,4229,81778,1577,69,4,389,14,19,10,4620,2580,34,47,755,827,6786,6,22,34,67,51,1,mail_content_filter_incoming,1,20250522-PRO-ICF.json
23/05/2025,23,94,14139,780,7,1287,0,4219,81785,1568,58,4,390,7,17,21,4613,2586,22,43,758,834,6802,4,32,20,73,34,0,mail_content_filter_incoming,4,20250523-PRO-ICF.json
24/05/2025,28,107,14131,763,0,1280,2,4217,81781,1560,68,6,377,2,25,13,4616,2586,23,51,757,829,6784,5,36,36,72,38,6,mail_content_filter_incoming,0,20250524-PRO-ICF.json
25/05/2025,23,92,14141,782,3,1284,5,4220,81789,1570,59,20,380,14,16,6,4617,2578,15,54,746,822,6803,0,35,37,74,32,8,mail_content_filter_incoming,0,20250525-PRO-ICF.json
