data.date,data.resultSet.0.failed_dkim,data.resultSet.1.total_graymail_recipients,data.resultSet.10.marketing_mail,data.resultSet.11.ims_spam_increment_over_case,data.resultSet.12.total_mailbox_auto_remediated_recipients,data.resultSet.13.detected_spam_certain,data.resultSet.14.detected_spam_suspect,data.resultSet.15.blocked_dmarc,data.resultSet.16.total_threat_recipients,data.resultSet.17.total_recipients,data.resultSet.18.verif_decrypt_fail,data.resultSet.19.detected_amp,data.resultSet.2.detected_spam,data.resultSet.20.bulk_mail,data.resultSet.21.social_mail,data.resultSet.22.total_clean_recipients,data.resultSet.23.detected_virus_per_msg,data.resultSet.24.failed_spf,data.resultSet.25.blocked_reputation,data.resultSet.3.malicious_url,data.resultSet.4.total_spoofed_emails,data.resultSet.5.verif_decrypt_success,data.resultSet.6.detected_virus,data.resultSet.7.threat_content_filter,data.resultSet.8.blocked_invalid_recipient,data.resultSet.9.blocked_sdr,data.type,meta.totalCount,source_file
27/12/2024,0,214174,48344,6,0,17061,4396,18460,176915,821847,7,23,21448,73481,92334,430768,140,1146,146119,71,19594,0,986,8114,130,0,mail_incoming_traffic_summary,16,20241227-PRO-IM.json
28/12/2024,9,214172,48326,0,0,17049,4403,18443,176915,821856,10,23,21465,73467,92341,430766,132,1150,146122,65,19586,5,979,8121,130,9,mail_incoming_traffic_summary,0,20241228-PRO-IM.json
29/12/2024,0,214159,48333,3,0,17061,4396,18452,176918,821851,9,24,21456,73486,92346,430780,142,1161,146113,80,19585,0,995,8107,124,3,mail_incoming_traffic_summary,3,20241229-PRO-IM.json
30/12/2024,0,214170,48346,0,2,17048,4415,18443,176910,821844,0,29,21454,73470,92338,430777,130,1151,146128,75,19585,9,994,8108,129,0,mail_incoming_traffic_summary,4,20241230-PRO-IM.json
31/12/2024,0,214161,48337,0,2,17060,4401,18457,176912,821842,0,22,21456,73486,92331,430773,126,1159,146118,78,19588,0,983,8116,117,0,mail_incoming_traffic_summary,0,20241231-PRO-IM.json
01/01/2025,0,214166,48330,7,6,17064,4404,18455,176909,821857,0,19,21462,73474,92345,430774,128,1155,146123,62,19590,0,985,8108,120,2,mail_incoming_traffic_summary,6,20250101-PRO-IM.json
02/01/2025,0,214165,48340,5,0,17055,4415,18449,176915,821853,0,20,21446,73482,92339,430783,130,1154,146113,63,19598,0,982,8105,120,0,mail_incoming_traffic_summary,8,20250102-PRO-IM.json
03/01/2025,8,214154,48345,8,0,17058,4410,18458,176916,821854,6,18,21451,73476,92350,430773,132,1146,146123,70,19587,0,977,8110,116,7,mail_incoming_traffic_summary,0,20250103-PRO-IM.json
04/01/2025,8,214172,48329,2,9,17048,4403,18452,176907,821854,5,18,21465,73481,92335,430776,145,1141,146113,74,19594,8,985,8108,114,6,mail_incoming_traffic_summary,1,20250104-PRO-IM.json
05/01/2025,0,214157,48328,2,1,17064,4413,18460,176911,821851,0,14,21466,73486,92339,430772,143,1155,146111,75,19590,0,985,8105,121,12,mail_incoming_traffic_summary,9,20250105-PRO-IM.json
06/01/2025,7,214159,48344,1,0,17063,4415,18460,176914,821841,10,29,21451,73481,92347,430785,136,1151,146112,68,19593,0,982,8117,122,0,mail_incoming_traffic_summary,11,20250106-PRO-IM.json
07/01/2025,0,214161,48326,11,4,17055,4396,18456,176901,821839,2,25,21447,73469,92332,430783,129,1155,146129,74,19596,0,987,8123,129,10,mail_incoming_traffic_summary,9,20250107-PRO-IM.json
08/01/2025,0,214156,48342,0,5,17060,4400,18447,176903,821848,0,27,21465,73483,92334,430767,146,1160,146130,74,19586,10,983,8105,126,12,mail_incoming_traffic_summary,0,20250108-PRO-IM.json
09/01/2025,0,214172,48331,11,2,17051,4399,18453,176909,821845,7,30,21446,73480,92337,430783,127,1155,146122,70,19594,10,986,8114,129,5,mail_incoming_traffic_summary,9,20250109-PRO-IM.json
10/01/2025,10,214161,48331,4,1,17057,4412,18442,176904,821842,3,14,21457,73472,92341,430785,134,1145,146124,65,19598,0,979,8119,131,6,mail_incoming_traffic_summary,0,20250110-PRO-IM.json
11/01/2025,0,214157,48328,3,3,17053,4416,18459,176904,821839,0,15,21457,73471,92334,430778,143,1157,146111,64,19603,3,985,8116,127,6,mail_incoming_traffic_summary,11,20250111-PRO-IM.json
12/01/2025,0,214165,48345,0,0,17047,4397,18444,176903,821847,0,15,21461,73473,92345,430767,138,1153,146119,68,19588,10,991,8115,123,3,mail_incoming_traffic_summary,4,20250112-PRO-IM.json
13/01/2025,0,214163,48326,0,8,17066,4407,18446,176913,821858,0,15,21464,73480,92347,430772,144,1146,146129,70,19597,3,994,8117,122,0,mail_incoming_traffic_summary,0,20250113-PRO-IM.json
14/01/2025,0,214171,48344,0,0,17061,4405,18457,176907,821854,1,23,21451,73485,92340,430774,136,1143,146118,64,19590,0,997,8113,119,12,mail_incoming_traffic_summary,2,20250114-PRO-IM.json
15/01/2025,9,214168,48343,3,0,17048,4411,18450,176904,821856,0,30,21463,73468,92351,430783,132,1158,146115,60,19592,9,996,8111,119,4,mail_incoming_traffic_summary,13,20250115-PRO-IM.json
16/01/2025,0,214162,48335,0,3,17053,4403,18457,176906,821848,0,20,21464,73476,92331,430767,130,1161,146114,79,19599,0,983,8125,112,0,mail_incoming_traffic_summary,1,20250116-PRO-IM.json
17/01/2025,0,214154,48331,2,10,17058,4414,18440,176901,821842,0,17,21465,73477,92341,430771,127,1144,146115,75,19600,0,987,8114,129,5,mail_incoming_traffic_summary,7,20250117-PRO-IM.json
18/01/2025,9,214163,48331,0,8,17063,4405,18458,176916,821844,8,15,21457,73483,92351,430782,139,1153,146126,60,19596,6,983,8117,112,6,mail_incoming_traffic_summary,15,20250118-PRO-IM.json
19/01/2025,7,214170,48345,0,2,17055,4401,18449,176915,821852,6,20,21448,73486,92332,430774,129,1150,146125,61,19593,6,988,8123,114,3,mail_incoming_traffic_summary,0,20250119-PRO-IM.json
20/01/2025,6,214163,48336,0,5,17055,4409,18452,176912,821855,0,24,21450,73472,92345,430768,138,1150,146117,74,19597,5,991,8113,114,5,mail_incoming_traffic_summary,9,20250120-PRO-IM.json
21/01/2025,0,214174,48344,4,0,17065,4404,18444,176904,821854,0,16,21460,73468,92336,430773,136,1158,146114,69,19599,0,994,8107,121,7,mail_incoming_traffic_summary,5,20250121-PRO-IM.json
22/01/2025,0,214170,48340,2,0,17064,4401,18458,176918,821838,0,27,21459,73476,92343,430784,142,1142,146114,67,19591,0,985,8116,118,10,mail_incoming_traffic_summary,14,20250122-PRO-IM.json
23/01/2025,3,214174,48336,0,0,17066,4400,18444,176903,821843,0,15,21461,73482,92348,430768,138,1160,146110,77,19589,10,985,8118,121,12,mail_incoming_traffic_summary,3,20250123-PRO-IM.json
24/01/2025,6,214166,48331,0,0,17058,4407,18449,176906,821852,0,15,21452,73481,92331,430766,134,1157,146129,64,19588,0,997,8112,125,2,mail_incoming_traffic_summary,17,20250124-PRO-IM.json
25/01/2025,0,214161,48331,0,8,17065,4405,18441,176908,821851,9,20,21453,73480,92343,430768,145,1146,146124,70,19592,6,983,8120,129,0,mail_incoming_traffic_summary,13,20250125-PRO-IM.json
26/01/2025,0,214162,48341,11,6,17063,4412,18441,176905,821838,0,20,21465,73484,92335,430772,126,1141,146127,79,19601,8,978,8120,114,4,mail_incoming_traffic_summary,3,20250126-PRO-IM.json
27/01/2025,5,214170,48338,0,9,17050,4416,18441,176911,821843,0,19,21447,73479,92345,430782,139,1147,146111,79,19603,0,993,8112,129,9,mail_incoming_traffic_summary,4,20250127-PRO-IM.json
28/01/2025,0,214158,48337,0,6,17051,4403,18442,176901,821846,0,20,21451,73468,92343,430777,133,1158,146115,80,19600,0,992,8116,116,0,mail_incoming_traffic_summary,10,20250128-PRO-IM.json
29/01/2025,2,214154,48326,0,6,17062,4413,18447,176901,821854,0,24,21456,73472,92346,430785,134,1143,146128,67,19604,0,994,8107,113,0,mail_incoming_traffic_summary,14,20250129-PRO-IM.json
30/01/2025,2,214157,48338,0,8,17051,4406,18459,176904,821838,7,26,21452,73482,92346,430783,126,1160,146112,75,19598,9,994,8110,117,6,mail_incoming_traffic_summary,2,20250130-PRO-IM.json
31/01/2025,0,214171,48338,4,4,17061,4412,18446,176898,821844,0,26,21451,73471,92350,430773,127,1160,146129,76,19605,0,981,8114,126,11,mail_incoming_traffic_summary,3,20250131-PRO-IM.json
01/02/2025,0,214168,48330,1,6,17057,4397,18444,176903,821848,9,18,21457,73469,92336,430770,141,1146,146121,65,19602,4,996,8124,126,0,mail_incoming_traffic_summary,5,20250201-PRO-IM.json
02/02/2025,0,214159,48338,0,0,17067,4407,18449,176906,821838,0,30,21465,73468,92350,430776,138,1151,146110,63,19600,2,985,8122,111,0,mail_incoming_traffic_summary,7,20250202-PRO-IM.json
03/02/2025,4,214159,48346,0,0,17061,4414,18452,176901,821843,3,21,21459,73467,92347,430782,145,1160,146125,62,19586,7,985,8115,123,0,mail_incoming_traffic_summary,8,20250203-PRO-IM.json
04/02/2025,0,214164,48333,0,5,17058,4405,18442,176900,821848,3,22,21463,73470,92346,430779,127,1143,146130,76,19591,0,994,8116,124,1,mail_incoming_traffic_summary,8,20250204-PRO-IM.json
05/02/2025,0,214174,48346,0,0,17059,4409,18453,176908,821844,0,26,21450,73485,92345,430767,127,1159,146110,71,19594,6,987,8123,116,8,mail_incoming_traffic_summary,0,20250205-PRO-IM.json
06/02/2025,5,214156,48330,10,0,17053,4412,18440,176901,821839,5,12,21464,73469,92345,430779,135,1150,146122,74,19597,2,980,8117,116,1,mail_incoming_traffic_summary,0,20250206-PRO-IM.json
07/02/2025,9,214168,48342,0,10,17060,4402,18451,176909,821849,10,11,21452,73468,92335,430767,145,1159,146112,80,19589,4,993,8117,112,0,mail_incoming_traffic_summary,5,20250207-PRO-IM.json
08/02/2025,0,214158,48341,2,0,17049,4397,18441,176914,821847,7,24,21449,73476,92340,430770,137,1151,146123,60,19586,0,990,8122,126,11,mail_incoming_traffic_summary,13,20250208-PRO-IM.json
09/02/2025,4,214169,48330,5,0,17052,4407,18450,176904,821855,0,25,21446,73475,92337,430782,133,1145,146122,61,19594,6,983,8105,125,4,mail_incoming_traffic_summary,2,20250209-PRO-IM.json
10/02/2025,8,214172,48341,3,7,17056,4412,18452,176909,821848,6,20,21453,73470,92336,430776,131,1155,146124,68,19586,8,990,8105,112,8,mail_incoming_traffic_summary,9,20250210-PRO-IM.json
11/02/2025,4,214169,48344,0,7,17059,4402,18452,176902,821845,0,26,21460,73476,92351,430776,132,1147,146124,79,19592,0,982,8113,112,1,mail_incoming_traffic_summary,3,20250211-PRO-IM.json
12/02/2025,3,214157,48329,2,2,17058,4399,18441,176913,821847,9,31,21465,73483,92334,430782,142,1153,146129,60,19599,0,977,8115,123,0,mail_incoming_traffic_summary,9,20250212-PRO-IM.json
13/02/2025,0,214156,48331,6,0,17048,4411,18447,176902,821848,4,22,21465,73485,92335,430768,131,1148,146111,69,19599,0,995,8105,115,0,mail_incoming_traffic_summary,3,20250213-PRO-IM.json
14/02/2025,4,214154,48346,0,1,17055,4396,18454,176911,821846,5,14,21464,73486,92348,430777,130,1161,146128,78,19600,0,985,8108,118,3,mail_incoming_traffic_summary,5,20250214-PRO-IM.json
15/02/2025,0,214165,48330,0,0,17064,4402,18440,176911,821844,0,20,21449,73472,92346,430768,126,1157,146118,78,19586,2,991,8120,120,12,mail_incoming_traffic_summary,2,20250215-PRO-IM.json
16/02/2025,6,214169,48327,0,0,17047,4416,18444,176904,821846,0,12,21461,73472,92338,430782,141,1161,146116,70,19589,0,982,8107,131,0,mail_incoming_traffic_summary,14,20250216-PRO-IM.json
17/02/2025,8,214163,48338,0,3,17060,4408,18447,176905,821847,0,27,21450,73467,92350,430767,129,1151,146118,77,19591,0,993,8125,128,8,mail_incoming_traffic_summary,0,20250217-PRO-IM.json
18/02/2025,3,214164,48335,6,3,17048,4406,18458,176911,821852,3,22,21449,73479,92333,430770,134,1159,146127,70,19602,0,981,8111,112,11,mail_incoming_traffic_summary,3,20250218-PRO-IM.json
19/02/2025,0,214171,48330,3,10,17062,4398,18456,176912,821839,0,21,21448,73473,92349,430782,140,1149,146110,63,19597,9,985,8113,114,9,mail_incoming_traffic_summary,8,20250219-PRO-IM.json
20/02/2025,8,214157,48327,0,0,17064,4416,18451,176906,821858,8,29,21447,73486,92345,430770,138,1148,146113,60,19594,10,995,8110,119,4,mail_incoming_traffic_summary,17,20250220-PRO-IM.json
21/02/2025,8,214166,48330,5,0,17054,4406,18444,176910,821846,0,23,21447,73468,92334,430772,142,1158,146125,71,19604,10,983,8120,112,4,mail_incoming_traffic_summary,0,20250221-PRO-IM.json
22/02/2025,0,214160,48344,9,0,17051,4408,18440,176905,821855,2,14,21465,73486,92342,430779,146,1150,146114,66,19586,0,997,8117,113,11,mail_incoming_traffic_summary,3,20250222-PRO-IM.json
23/02/2025,0,214161,48343,5,9,17053,4411,18441,176900,821843,0,17,21461,73476,92345,430783,132,1156,146130,79,19603,7,982,8105,120,12,mail_incoming_traffic_summary,12,20250223-PRO-IM.json
24/02/2025,0,214161,48339,5,0,17059,4398,18449,176899,821847,5,24,21463,73468,92350,430774,137,1154,146112,60,19585,0,984,8122,117,0,mail_incoming_traffic_summary,7,20250224-PRO-IM.json
25/02/2025,9,214163,48334,0,1,17054,4411,18449,176902,821846,9,20,21454,73468,92346,430781,136,1158,146118,63,19585,6,994,8111,120,0,mail_incoming_traffic_summary,12,20250225-PRO-IM.json
26/02/2025,4,214168,48343,5,0,17065,4409,18444,176898,821847,0,29,21459,73481,92342,430782,146,1143,146111,77,19604,3,979,8120,124,12,mail_incoming_traffic_summary,0,20250226-PRO-IM.json
27/02/2025,0,214155,48340,1,0,17059,4403,18445,176903,821854,0,20,21455,73469,92338,430772,132,1151,146127,75,19591,0,993,8119,128,9,mail_incoming_traffic_summary,17,20250227-PRO-IM.json
28/02/2025,0,214165,48332,0,0,17055,4396,18446,176899,821848,7,13,21456,73482,92334,430776,142,1152,146117,74,19594,10,990,8125,120,0,mail_incoming_traffic_summary,7,20250228-PRO-IM.json
01/03/2025,0,214160,48345,0,0,17060,4399,18460,176903,821839,0,19,21451,73467,92345,430783,142,1148,146118,68,19597,0,979,8122,117,3,mail_incoming_traffic_summary,0,20250301-PRO-IM.json
02/03/2025,5,214164,48331,0,8,17062,4404,18440,176914,821856,5,22,21463,73486,92346,430781,134,1145,146117,62,19602,0,987,8106,131,0,mail_incoming_traffic_summary,8,20250302-PRO-IM.json
03/03/2025,0,214173,48338,7,6,17056,4405,18447,176905,821853,0,14,21454,73474,92351,430765,130,1160,146110,77,19588,1,995,8122,127,0,mail_incoming_traffic_summary,4,20250303-PRO-IM.json
04/03/2025,2,214156,48326,6,0,17051,4411,18443,176907,821850,0,22,21453,73476,92340,430769,143,1150,146123,74,19605,0,995,8115,127,9,mail_incoming_traffic_summary,13,20250304-PRO-IM.json
05/03/2025,0,214156,48346,0,9,17048,4414,18458,176906,821846,5,13,21454,73483,92351,430767,132,1145,146119,67,19601,6,982,8120,118,7,mail_incoming_traffic_summary,0,20250305-PRO-IM.json
06/03/2025,0,214174,48336,5,0,17058,4409,18451,176916,821858,9,15,21454,73477,92331,430780,139,1147,146117,63,19603,0,993,8110,125,0,mail_incoming_traffic_summary,12,20250306-PRO-IM.json
07/03/2025,0,214166,48340,0,0,17066,4402,18458,176904,821846,9,23,21446,73474,92346,430784,132,1152,146117,76,19592,0,978,8110,127,10,mail_incoming_traffic_summary,16,20250307-PRO-IM.json
08/03/2025,0,214161,48340,3,0,17055,4403,18458,176911,821839,2,18,21460,73467,92332,430779,144,1157,146115,72,19603,4,996,8108,124,0,mail_incoming_traffic_summary,3,20250308-PRO-IM.json
09/03/2025,0,214168,48338,4,0,17066,4397,18457,176912,821856,0,29,21464,73478,92348,430777,133,1161,146123,65,19603,0,997,8117,131,0,mail_incoming_traffic_summary,12,20250309-PRO-IM.json
10/03/2025,2,214157,48327,0,8,17067,4396,18444,176915,821838,0,16,21462,73471,92340,430774,138,1154,146112,65,19596,3,979,8118,124,0,mail_incoming_traffic_summary,10,20250310-PRO-IM.json
11/03/2025,4,214154,48334,3,1,17051,4414,18453,176912,821857,0,26,21456,73469,92347,430784,128,1154,146123,69,19599,0,978,8124,115,5,mail_incoming_traffic_summary,14,20250311-PRO-IM.json
12/03/2025,1,214162,48338,1,0,17058,4401,18450,176908,821841,4,23,21466,73476,92344,430784,143,1148,146123,60,19603,0,980,8107,117,10,mail_incoming_traffic_summary,6,20250312-PRO-IM.json
13/03/2025,0,214163,48339,8,10,17048,4408,18457,176914,821852,6,21,21464,73483,92331,430771,145,1144,146114,61,19600,0,980,8112,124,0,mail_incoming_traffic_summary,17,20250313-PRO-IM.json
14/03/2025,7,214166,48341,7,0,17066,4403,18449,176903,821840,0,20,21457,73480,92351,430774,138,1155,146120,77,19597,0,983,8112,119,9,mail_incoming_traffic_summary,12,20250314-PRO-IM.json
15/03/2025,0,214162,48327,8,11,17065,4400,18444,176917,821854,0,12,21449,73484,92335,430769,128,1148,146116,67,19590,2,983,8105,114,2,mail_incoming_traffic_summary,11,20250315-PRO-IM.json
16/03/2025,4,214167,48337,1,0,17050,4399,18441,176917,821848,0,13,21457,73478,92334,430775,138,1153,146125,72,19588,0,993,8106,124,11,mail_incoming_traffic_summary,14,20250316-PRO-IM.json
17/03/2025,8,214171,48345,11,8,17056,4404,18440,176910,821839,0,23,21461,73484,92332,430783,146,1152,146129,76,19601,7,996,8123,129,1,mail_incoming_traffic_summary,6,20250317-PRO-IM.json
18/03/2025,0,214165,48346,0,0,17049,4409,18445,176913,821846,0,15,21453,73469,92335,430768,128,1151,146119,67,19589,1,993,8122,127,0,mail_incoming_traffic_summary,17,20250318-PRO-IM.json
19/03/2025,0,214159,48335,0,3,17049,4404,18450,176909,821839,0,16,21448,73485,92331,430773,133,1143,146115,74,19602,0,990,8125,117,12,mail_incoming_traffic_summary,13,20250319-PRO-IM.json
20/03/2025,4,214171,48342,7,0,17054,4400,18448,176918,821844,9,24,21453,73484,92344,430785,135,1155,146125,62,19594,2,985,8110,121,0,mail_incoming_traffic_summary,3,20250320-PRO-IM.json
21/03/2025,0,214158,48345,5,0,17062,4409,18441,176907,821847,0,20,21456,73470,92339,430768,135,1145,146123,77,19586,0,987,8117,116,0,mail_incoming_traffic_summary,7,20250321-PRO-IM.json
22/03/2025,10,214167,48344,10,8,17061,4410,18459,176916,821857,0,27,21449,73468,92349,430774,127,1154,146127,64,19601,0,990,8108,116,0,mail_incoming_traffic_summary,0,20250322-PRO-IM.json
23/03/2025,4,214169,48333,0,3,17051,4411,18440,176910,821849,0,28,21446,73468,92337,430780,143,1159,146120,63,19598,8,989,8109,111,0,mail_incoming_traffic_summary,9,20250323-PRO-IM.json
24/03/2025,10,214170,48337,6,0,17052,4399,18443,176911,821855,2,23,21448,73467,92336,430782,145,1146,146126,70,19601,10,993,8112,116,0,mail_incoming_traffic_summary,0,20250324-PRO-IM.json
25/03/2025,0,214165,48335,0,2,17061,4412,18455,176911,821851,0,13,21458,73481,92348,430770,145,1153,146113,77,19605,0,990,8105,130,4,mail_incoming_traffic_summary,6,20250325-PRO-IM.json
26/03/2025,0,214157,48343,0,1,17067,4409,18454,176916,821857,5,31,21455,73470,92347,430767,137,1154,146112,71,19599,8,988,8116,125,0,mail_incoming_traffic_summary,3,20250326-PRO-IM.json
27/03/2025,5,214164,48329,0,9,17050,4408,18445,176911,821857,3,30,21459,73479,92346,430770,140,1157,146117,66,19594,0,978,8118,112,0,mail_incoming_traffic_summary,3,20250327-PRO-IM.json
28/03/2025,2,214154,48337,0,8,17057,4402,18441,176899,821846,0,22,21461,73481,92351,430781,138,1158,146120,63,19596,0,977,8118,131,4,mail_incoming_traffic_summary,16,20250328-PRO-IM.json
29/03/2025,3,214169,48333,3,2,17066,4415,18457,176898,821858,0,24,21449,73479,92342,430782,129,1148,146123,64,19592,0,985,8117,121,8,mail_incoming_traffic_summary,10,20250329-PRO-IM.json
30/03/2025,0,214173,48345,2,0,17050,4414,18455,176910,821840,0,17,21458,73470,92334,430777,136,1157,146110,65,19587,0,982,8112,129,0,mail_incoming_traffic_summary,14,20250330-PRO-IM.json
31/03/2025,0,214159,48342,0,0,17048,4399,18458,176909,821856,9,31,21454,73471,92336,430770,134,1159,146115,63,19590,6,989,8115,111,0,mail_incoming_traffic_summary,5,20250331-PRO-IM.json
01/04/2025,0,214168,48342,0,5,17053,4400,18448,176902,821839,1,25,21462,73467,92338,430778,137,1159,146121,60,19601,5,980,8111,121,0,mail_incoming_traffic_summary,15,20250401-PRO-IM.json
02/04/2025,0,214171,48329,9,0,17064,4404,18442,176908,821845,0,13,21452,73482,92350,430770,133,1142,146125,65,19585,8,979,8114,118,12,mail_incoming_traffic_summary,4,20250402-PRO-IM.json
03/04/2025,0,214156,48346,1,0,17065,4407,18448,176906,821843,0,17,21453,73474,92339,430766,131,1152,146127,63,19599,10,997,8113,119,9,mail_incoming_traffic_summary,17,20250403-PRO-IM.json
04/04/2025,0,214169,48345,7,9,17062,4404,18449,176911,821856,0,13,21462,73479,92348,430767,137,1143,146122,62,19588,0,980,8118,115,0,mail_incoming_traffic_summary,6,20250404-PRO-IM.json
05/04/2025,0,214164,48336,10,2,17050,4403,18446,176905,821840,3,30,21463,73477,92339,430771,130,1148,146115,80,19603,7,983,8110,119,0,mail_incoming_traffic_summary,5,20250405-PRO-IM.json
06/04/2025,0,214165,48335,0,1,17053,4401,18456,176904,821850,8,18,21454,73466,92351,430782,126,1143,146113,69,19585,3,989,8121,130,10,mail_incoming_traffic_summary,17,20250406-PRO-IM.json
07/04/2025,5,214161,48340,0,0,17059,4403,18445,176903,821854,0,22,21457,73479,92338,430772,139,1154,146110,61,19592,0,993,8121,120,10,mail_incoming_traffic_summary,2,20250407-PRO-IM.json
08/04/2025,0,214162,48345,1,0,17059,4402,18455,176904,821845,0,11,21452,73467,92338,430765,134,1155,146113,68,19605,2,985,8115,127,0,mail_incoming_traffic_summary,9,20250408-PRO-IM.json
09/04/2025,5,214160,48337,0,4,17052,4400,18444,176915,821847,4,23,21460,73478,92332,430766,145,1156,146119,71,19587,0,984,8116,118,2,mail_incoming_traffic_summary,15,20250409-PRO-IM.json
10/04/2025,0,214155,48346,0,2,17047,4411,18453,176903,821856,0,16,21448,73466,92334,430769,129,1155,146114,70,19589,0,996,8105,120,0,mail_incoming_traffic_summary,2,20250410-PRO-IM.json
11/04/2025,0,214171,48329,1,0,17050,4405,18447,176911,821839,0,18,21456,73483,92346,430769,135,1148,146110,67,19595,0,997,8124,129,2,mail_incoming_traffic_summary,14,20250411-PRO-IM.json
12/04/2025,5,214155,48338,8,0,17057,4397,18451,176901,821854,0,19,21454,73475,92331,430770,140,1152,146121,75,19598,6,978,8124,128,3,mail_incoming_traffic_summary,5,20250412-PRO-IM.json
13/04/2025,0,214173,48332,9,0,17055,4407,18450,176918,821847,0,24,21449,73471,92338,430771,128,1160,146130,73,19597,0,988,8115,126,6,mail_incoming_traffic_summary,3,20250413-PRO-IM.json
14/04/2025,9,214155,48334,3,10,17063,4415,18456,176906,821853,0,27,21449,73475,92338,430783,136,1147,146125,68,19586,1,986,8111,130,0,mail_incoming_traffic_summary,2,20250414-PRO-IM.json
15/04/2025,0,214163,48328,0,0,17063,4397,18441,176918,821843,10,23,21455,73474,92350,430768,132,1151,146128,67,19598,5,992,8105,119,12,mail_incoming_traffic_summary,12,20250415-PRO-IM.json
16/04/2025,4,214166,48343,6,0,17056,4399,18443,176902,821854,0,27,21446,73475,92336,430767,141,1146,146125,72,19597,0,988,8123,122,7,mail_incoming_traffic_summary,5,20250416-PRO-IM.json
17/04/2025,9,214170,48343,2,0,17062,4397,18449,176917,821852,10,18,21461,73474,92340,430774,138,1147,146119,61,19592,6,982,8113,116,10,mail_incoming_traffic_summary,9,20250417-PRO-IM.json
18/04/2025,0,214172,48343,0,0,17049,4416,18446,176903,821846,5,12,21455,73481,92337,430766,142,1144,146119,71,19599,0,983,8107,126,4,mail_incoming_traffic_summary,0,20250418-PRO-IM.json
19/04/2025,0,214163,48329,9,3,17057,4398,18452,176907,821847,0,28,21461,73466,92341,430773,126,1141,146126,65,19590,0,996,8114,121,0,mail_incoming_traffic_summary,7,20250419-PRO-IM.json
20/04/2025,3,214167,48326,0,8,17058,4400,18460,176914,821849,4,30,21461,73475,92332,430767,136,1150,146112,77,19602,0,980,8118,128,0,mail_incoming_traffic_summary,8,20250420-PRO-IM.json
21/04/2025,8,214173,48340,0,0,17050,4409,18457,176907,821849,0,31,21457,73470,92336,430773,146,1142,146115,74,19588,0,997,8125,130,3,mail_incoming_traffic_summary,4,20250421-PRO-IM.json
22/04/2025,0,214165,48341,0,2,17048,4412,18456,176904,821838,2,28,21464,73470,92349,430773,142,1144,146124,75,19591,0,984,8119,121,0,mail_incoming_traffic_summary,0,20250422-PRO-IM.json
23/04/2025,0,214173,48346,0,0,17048,4414,18445,176908,821846,0,26,21464,73466,92349,430781,132,1144,146126,66,19589,0,977,8111,123,7,mail_incoming_traffic_summary,0,20250423-PRO-IM.json
24/04/2025,0,214154,48338,2,8,17064,4405,18441,176911,821851,0,15,21455,73474,92342,430765,128,1143,146123,73,19593,4,979,8120,120,0,mail_incoming_traffic_summary,0,20250424-PRO-IM.json
25/04/2025,6,214166,48340,0,6,17053,4398,18456,176915,821856,5,12,21455,73479,92332,430774,134,1153,146114,64,19603,2,980,8120,116,0,mail_incoming_traffic_summary,0,20250425-PRO-IM.json
26/04/2025,5,214155,48329,4,0,17048,4396,18448,176914,821856,1,16,21459,73474,92334,430773,133,1161,146118,69,19603,0,981,8109,121,6,mail_incoming_traffic_summary,8,20250426-PRO-IM.json
27/04/2025,0,214160,48332,0,0,17056,4416,18444,176901,821847,2,14,21451,73466,92331,430774,144,1157,146116,69,19589,0,980,8118,119,3,mail_incoming_traffic_summary,7,20250427-PRO-IM.json
28/04/2025,0,214160,48327,8,1,17065,4406,18440,176904,821841,0,14,21459,73477,92341,430783,137,1159,146129,68,19586,0,996,8114,116,0,mail_incoming_traffic_summary,8,20250428-PRO-IM.json
29/04/2025,0,214163,48333,6,0,17052,4399,18451,176904,821855,0,22,21459,73467,92337,430776,136,1161,146128,77,19600,0,989,8108,114,7,mail_incoming_traffic_summary,16,20250429-PRO-IM.json
30/04/2025,0,214167,48337,0,0,17054,4409,18459,176906,821840,4,22,21447,73469,92347,430765,126,1155,146121,60,19600,0,993,8108,117,0,mail_incoming_traffic_summary,9,20250430-PRO-IM.json
01/05/2025,7,214172,48328,0,0,17058,4415,18446,176917,821845,8,19,21460,73471,92345,430770,142,1145,146127,70,19594,5,977,8108,113,0,mail_incoming_traffic_summary,13,20250501-PRO-IM.json
02/05/2025,0,214167,48344,0,6,17063,4411,18448,176909,821846,1,24,21452,73466,92337,430768,146,1161,146127,77,19589,0,996,8108,130,0,mail_incoming_traffic_summary,10,20250502-PRO-IM.json
03/05/2025,0,214162,48329,6,11,17051,4407,18456,176915,821842,6,19,21460,73474,92336,430779,129,1161,146126,60,19602,0,983,8107,129,4,mail_incoming_traffic_summary,0,20250503-PRO-IM.json
04/05/2025,0,214161,48346,0,0,17058,4400,18448,176899,821849,1,27,21465,73484,92345,430770,133,1152,146129,80,19599,9,987,8107,130,5,mail_incoming_traffic_summary,0,20250504-PRO-IM.json
05/05/2025,3,214160,48345,2,2,17062,4409,18446,176902,821857,1,31,21450,73469,92343,430778,130,1143,146121,66,19586,0,997,8107,125,0,mail_incoming_traffic_summary,10,20250505-PRO-IM.json
06/05/2025,4,214159,48326,2,8,17064,4401,18456,176912,821838,0,22,21460,73468,92346,430767,144,1159,146118,68,19598,0,977,8112,120,0,mail_incoming_traffic_summary,15,20250506-PRO-IM.json
